Name,Logo,City,Region,Continent,Link,LatLong
Broadcast Coffee Roasters,https://www.broadcastcoffeeroasters.com/uploads/1/2/3/3/123361657/broadcast-wordmark-black-transparent-1200px-copy_1.png,Seattle,Washington,North America,http://broadcastcoffee.com/,"47.601819, -122.306555"
Caffe Vita,https://scontent-lga3-2.xx.fbcdn.net/v/t31.0-1/p960x960/10917213_10152667498200773_5633542032464087764_o.jpg?_nc_cat=108&ccb=2&_nc_sid=dbb9e7&_nc_ohc=hRj508iOZUYAX_hJUeY&_nc_ht=scontent-lga3-2.xx&tp=6&oh=089485cdd155925a56f8d75e03fd0b77&oe=5FC6637F,Seattle,Washington,North America,http://www.caffevita.com/,"47.613946, -122.319042"
Caffä Umbria,https://cdn.shopify.com/s/files/1/1015/1503/files/logo_400x.png?v=1574116025,Seattle,Washington,North America,http://www.caffeumbria.com/,"47.599466, -122.332684"
Cloud City,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p960x960/117150797_10158285396186405_5254211199790421908_o.jpg?_nc_cat=100&ccb=2&_nc_sid=dbb9e7&_nc_ohc=t242GrYZePoAX8wRtrh&_nc_ht=scontent-lga3-2.xx&tp=6&oh=54bb7e5144d6b69846711b0743def460&oe=5FC5D845,Seattle,Washington,North America,http://www.cloudcitycoffee.com/,"47.692321, -122.317986"
Conduit Coffee,https://cdn.shopify.com/s/files/1/0649/4427/t/4/assets/logo.png?v=11714595786844289461,Seattle,Washington,North America,https://www.conduitcoffee.com/,"47.642378, -122.343696"
Counter Culture,https://counterculturecoffee.com/wp-content/themes/ccc-theme/assets/images/logo_web_80x96_25.png,Seattle,Washington,North America,https://counterculturecoffee.com/,"47.599574, -122.334748"
Fonte Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/65881705_2261059824148885_9126219228079194112_n.jpg?_nc_cat=105&ccb=2&_nc_sid=dbb9e7&_nc_ohc=NaTfNx9FlwIAX8BlFQc&_nc_ht=scontent-lga3-2.xx&oh=a0ab180c623ba132a50439483b1bb34a&oe=5FC405ED,Seattle,Washington,North America,http://www.fontecoffee.com/,"47.607227, -122.339039"
Fundamental,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/91366152_2602746536673966_6779978293350236160_n.jpg?_nc_cat=101&ccb=2&_nc_sid=dbb9e7&_nc_ohc=Y07HG6icG00AX-1Od3v&_nc_ht=scontent-lga3-2.xx&oh=a38a5ebb405a24ab8e4be8df24618e9e&oe=5FC6EA66,Seattle,Washington,North America,http://www.funcoffeeco.com/,"47.599071, -122.299154"
Herkimer Coffee,https://herkimercoffee.com/wp-content/uploads/masthead-logo4.png,Seattle,Washington,North America,https://herkimercoffee.com/,"47.614173, -122.342634"
Keala's Hawaiian Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/c18.18.224.224a/308641_265284896839994_935631955_n.jpg?_nc_cat=104&ccb=2&_nc_sid=dbb9e7&_nc_ohc=DVRGMDzGRNkAX8MvdQX&_nc_ht=scontent-lga3-2.xx&oh=4597c84116496540daa31353bff59ea4&oe=5FC6D4DB,Seattle,Washington,North America,https://www.kealashawaiiancoffee.com/pages/contact,"47.496480, -122.309817"
Kuma Coffee,https://cdn.shopify.com/s/files/1/0113/9222/files/logo_360x.png?v=1587807024,Seattle,Washington,North America,http://www.kumacoffee.com/,"47.657275, -122.342062"
Ladro Roasting,https://www.caffeladro.com/wp-content/uploads/2018/10/rcbb-logo-218x164px.jpg,Seattle,Washington,North America,http://www.caffeladro.com/,"47.655920, -122.373149"
Lighthouse Roasters,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p960x960/29388846_2124479114234756_8439938348155404288_o.jpg?_nc_cat=100&ccb=2&_nc_sid=dbb9e7&_nc_ohc=KMCTiv6WMTsAX_8Vgyc&_nc_ht=scontent-lga3-2.xx&tp=6&oh=28190ab49374718d95e98be2fdbbd881&oe=5FC6EB95,Seattle,Washington,North America,http://www.lighthouseroasters.com/,"47.659062, -122.354215"
Longshoreman's Daughter,https://beanbox.com/assets/gesha/roasters/250/8.png,Seattle,Washington,North America,https://www.facebook.com/LongshoremansDaughter/,"47.650956, -122.350371"
Middle Fork Roasters,https://cdn.shopify.com/s/files/1/1568/6451/t/9/assets/logo_home.png?v=11586924937714176044,Seattle,Washington,North America,http://www.middleforkroasters.com/,"47.517852, -122.328005"
Rainier Coffee Roaster,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p960x960/61681839_613323392490177_1327956140771770368_o.jpg?_nc_cat=105&ccb=2&_nc_sid=dbb9e7&_nc_ohc=kwuEOw3AVj0AX_2PEG7&_nc_ht=scontent-lga3-2.xx&tp=6&oh=ddbebe914719e5d0058b474e00d0b685&oe=5FC61D60,Seattle,Washington,North America,https://rainier.coffee/,"47.473389, -122.346487"
Seattle Coffee Works,https://www.seattlecoffeeworks.com/site-images/scw-logo2.png,Seattle,Washington,North America,http://www.seattlecoffeeworks.com/,"47.610151, -122.340608"
Seven Coffee Roasters,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/73524476_2607820349269707_4670823749543526400_n.png?_nc_cat=109&ccb=2&_nc_sid=dbb9e7&_nc_ohc=iSxbh2SDzIIAX9yyJGP&_nc_ht=scontent-lga3-2.xx&oh=4872118663058c99a48c6a01821ae530&oe=5FC4B831,Seattle,Washington,North America,https://sevencoffeeroasters.com/pages/seven-market-cafÇ,"47.669096, -122.306043"
Slate Coffee Roasters,https://slatecoffee.com/wp-content/uploads/2019/04/slatecoffeeroasters.png,Seattle,Washington,North America,http://slatecoffee.com/,"47.599333, -122.334521"
Stamp Act Coffee,https://cdn.shopify.com/s/files/1/0002/1390/9563/files/SA_Logo_365x.png?v=1526403399,Seattle,Washington,North America,https://stampactcoffee.com/,"47.675768, -122.387244"
Storyville Coffee,https://cdn.shopify.com/s/files/1/0090/2135/8137/files/storyvilleLogo_only_280x.png?v=1547847058,Seattle,Washington,North America,https://storyville.com/pages/downtown-seattle,"47.604742, -122.336601"
Street Bean ,https://cdn.shopify.com/s/files/1/1383/9943/files/SB_text_mark_LG_400x.png?v=1552509003,Seattle,Washington,North America,http://streetbean.org/,"47.617234, -122.349488"
True North ,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/13413573_1160207494000704_2447308320907967888_n.png?_nc_cat=102&ccb=2&_nc_sid=dbb9e7&_nc_aid=0&_nc_ohc=gpXbwVBynz4AX_TGa2C&_nc_ht=scontent-lga3-2.xx&oh=db1dd0ce68a047d880dba30fbb0f65f6&oe=5FC589EA,Seattle,Washington,North America,http://www.drinktruenorth.com/,"47.668838, -122.389392"
Velton's Coffee,https://www.veltonscoffee.com/images/veltons-coffee-logo.png,Seattle,Washington,North America,http://www.veltonscoffee.com/,"47.611880, -122.331717"
Victrola Coffee Roasters,https://cdn.shopify.com/s/files/1/0924/0876/files/victrola-logo-optimized-large_0f4ed21f-fedb-424e-ba69-73a3f8cdf505_800x400.png?v=1517048827,Seattle,Washington,North America,http://www.victrolacoffee.com/,"47.614291, -122.327284"
ZOKA COFFEE,https://cdn.shopify.com/s/files/1/0836/5029/files/zoka-logo-fixed2-150_200x.png?v=1521776698,Seattle,Washington,North America,https://www.zokacoffee.com/pages/cafes,"47.621671, -122.336113"
Indaba,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/119608374_10158972790614255_7902824442436286781_n.jpg?_nc_cat=106&ccb=2&_nc_sid=dbb9e7&_nc_ohc=Ua-0WUp40xsAX-uNkhM&_nc_ht=scontent-lga3-2.xx&oh=634cd67ec335d5af0e5a6f99a34a130c&oe=5FC57B12,Spokane,Washington,North America,http://www.indabacoffee.com/,"47.658095, -117.420499"
DILLANOS COFFEE ,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/120081907_10157738539060098_7756452375341926291_n.jpg?_nc_cat=100&ccb=2&_nc_sid=dbb9e7&_nc_ohc=BQdvPFZ3iWAAX_fE6OA&_nc_ht=scontent-lga3-2.xx&oh=7e3c813a90d6161e1c50e053b59f114e&oe=5FC61A4A,SUMNER,Washington,North America,https://www.dillanos.com/,"47.215370, -122.234294"
Bluebeard Coffee Roasters,https://cdn.shopify.com/s/files/1/1773/5695/files/logo_web_400x200.jpg?v=1587067107,Tacoma,Washington,North America,http://bluebeardcoffee.com/,"47.255630, -122.466213"
Blossom,https://pbs.twimg.com/profile_images/1262733965603061763/5kVtnHv8.jpg,Vashon,Washington,North America,https://blossomcoffeeroasters.com/,"47.467877, -122.438510"
Mela Coffee Roasting Co.,https://pbs.twimg.com/profile_images/1255292287950749698/2jPN65Hb_400x400.jpg,Wenatchee,Washington,North America,https://melacoffee.com/,"47.425299, -120.311736"
RUBY COFFEE ROASTERS,https://cdn.shopify.com/s/files/1/0339/5565/files/Ruby-Primary-Red-Invert_400x.png?v=1597174419,AMHERST JUNCTION,Wisconsin,North America,http://rubycoffeeroasters.com/,"44.522113, -89.585054"
JBC,https://www.jbccoffeeroasters.com/wp-content/uploads/2019/10/logo.png,Madison,Wisconsin,North America,http://www.jbccoffeeroasters.com/,"43.051036, -89.278891"
Anodyne,https://cdn.shopify.com/s/files/1/1554/5141/files/ANODYNE_BANNERLOGO_transparent_white_web_410x.png?v=1549037142,Milwaukee,Wisconsin,North America,http://www.anodynecoffee.com/,"42.991758, -87.886527"
Stone Creek,https://2tkcpbu2i5t4e7gjsc4tvs17-wpengine.netdna-ssl.com/wp-content/uploads/2020/03/scc-logo.png,Milwaukee,Wisconsin,North America,https://www.stonecreekcoffee.com/radio-milwaukee,"43.029653, -87.909537"
Wonderstate,https://cdn.shopify.com/s/files/1/1348/5769/t/9/assets/wonderstate_logo.svg?v=10930053280559192385,Milwaukee,Wisconsin,North America,https://wonderstate.com/,"43.031650, -87.908404"
Wonderstate,https://cdn.shopify.com/s/files/1/1348/5769/t/9/assets/wonderstate_logo.svg?v=10930053280559192385,Viroqua,Wisconsin,North America,https://wonderstate.com/,"43.553906, -90.889633"
Mukwano Coffee Roaster ,"https://static.wixstatic.com/media/f3d569_b169c2dc2643491b95c014c8f56e2e37~mv2_d_2000_2000_s_2.png/v1/fill/w_119,h_119,al_c,q_85,usm_0.66_1.00_0.01/f3d569_b169c2dc2643491b95c014c8f56e2e37~mv2_d_2000_2000_s_2.webp",Rawlins,Wyoming,North America,http://www.mukwanocoffee.com/,"41.787729, -107.252072"
Pine Coffee Supply,https://cdn.shopify.com/s/files/1/0028/3236/7683/files/PCS-Pinecone-Rays-01.png?v=1579470800,Pinedale,Wyoming,North America,http://www.pinecoffeesupply.com/,"42.866859, -109.862210"
Jackrabbit Java,"https://isteam.wsimg.com/ip/39d30fe8-cfe9-11e4-a128-180373f13e48/ols/1_original/:/rs=w:400,h:400",Thermopolis,Wyoming,North America,http://www.jackrabbitjava.com/,"43.646544, -108.211040"
CAFF?NATION,https://cdn.shopify.com/s/files/1/0352/2693/files/Caffenation_logo.png?v=1580415908,Antwerp,Belgium,Europe,https://caffenation.be/,"51.216803, 4.412279"
MOK COFFEE,https://scontent-lga3-2.xx.fbcdn.net/v/t31.0-1/p960x960/17991428_1015345635233293_1556111329614864531_o.jpg?_nc_cat=108&ccb=2&_nc_sid=dbb9e7&_nc_ohc=5VjNgo-5b_gAX8jZPkL&_nc_ht=scontent-lga3-2.xx&tp=6&oh=7876654a979550dabdfe380858056f32&oe=5FC67C81,Brussels,Belgium,Europe,http://www.mokcoffee.be/,"50.852821, 4.341739"
COGITO COFFEE,https://scontent-lga3-2.xx.fbcdn.net/v/t31.0-1/p960x960/14543872_1734558170130546_5398600405860398596_o.png?_nc_cat=100&ccb=2&_nc_sid=dbb9e7&_nc_ohc=hqmzl0xRWi4AX-kCxvr&_nc_ht=scontent-lga3-2.xx&oh=a3dfc960d81185d4a8d8e047ce4871fe&oe=5FC550AD,Rovinj,Croatia,Europe,http://www.cogitocoffee.com/,"45.811837, 15.972546"
Father's,https://fatherscoffee.cz/wp-content/uploads/2019/09/logo_fathers_male_2-02.png,Ostrava,Czech Republic,Europe,https://fatherscoffee.cz/,"49.763052, 18.215464"
Doubleshot,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/16387381_10155050020899156_1763294968242856346_n.png?_nc_cat=111&ccb=2&_nc_sid=dbb9e7&_nc_ohc=e7C0KVOslQcAX8NV4wO&_nc_ht=scontent-lga3-2.xx&oh=ca9f6079fd2453c4604fb884518c904f&oe=5FC649CA,Prague,Czech Republic,Europe,https://www.doubleshot.cz/,"50.143268, 14.631881"
April,https://cdn.shopify.com/s/files/1/1510/0358/files/april-logo-text-only-green-smaller_160x.png?v=1566980887,Copenhagen,Denmark,Europe,https://www.aprilcoffeeroasters.com/,"55.695998, 12.573269"
CUB,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/18058226_1346761488738717_7641638680534689258_n.jpg?_nc_cat=107&ccb=2&_nc_sid=dbb9e7&_nc_ohc=VzTlDXOzO80AX_PAsxo&_nc_ht=scontent-lga3-2.xx&oh=2e9e1158acce663a49c45ac53c13a326&oe=5FC4C4FF,Copenhagen,Denmark,Europe,http://www.cubcoffeebar.com/,"55.664016, 12.622489"
La Cabra,https://cdn.shopify.com/s/files/1/1094/5212/t/3/assets/logo.png?v=391894132167707188,Copenhagen,Denmark,Europe,http://www.lacabra.dk/,"55.683922, 12.504617"
Nordhavn,https://ncrcoffee.com/wp-content/uploads/2017/11/NCR-nordhavn-coffee-roasters-logo.png,Copenhagen,Denmark,Europe,https://ncrcoffee.com/,"55.716585, 12.598192"
THE COFFEE COLLECTIVE,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p960x960/92516836_10157504293884685_7408240452937187328_o.png?_nc_cat=104&ccb=2&_nc_sid=dbb9e7&_nc_ohc=UveEshsycnEAX9rd82S&_nc_ht=scontent-lga3-2.xx&oh=915cde1b5afda3b9f9824d05c08a6ba4&oe=5FC820CE,Copenhagen,Denmark,Europe,https://coffeecollective.dk/,"55.683580, 12.569430"
Moonroast Coffee,https://cdn.shopify.com/s/files/1/0240/9517/files/Website_130x.png?v=1582560057,Alresford,England,Europe,http://www.moonroast.co.uk/,"51.158761, -1.155324"
Edgcumbes Coffee & Tea Merchants,https://edgcumbes.co.uk/wp-content/uploads/2020/10/Edgcumbes-Tea-and-Coffee.svg,Arundel,England,Europe,https://www.edgcumbes.co.uk/,"50.825714, -0.590476"
Lost Sheep Coffee,https://static1.squarespace.com/static/56bf176cc6fc08109089e7b2/t/5c80171f71c10bc3b7dbb24b/1602847106753/?format=1500w,Ashford,England,Europe,http://www.lostsheepcoffee.com/,"51.137477, 0.877965"
The Coffee Factory,https://d3n7wbmognea04.cloudfront.net/assets/layouts/logo-full-ead9bafdb498b9d6971da9f42a0720058cb1948686d0f9102a9f603098f66b37.svg,Axminster,England,Europe,http://www.thecoffeefactory.co.uk/,"50.761431, -3.062081"
Campervan Coffee Co,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/10710790_350697055109394_4320958649908558206_n.jpg?_nc_cat=107&ccb=2&_nc_sid=dbb9e7&_nc_ohc=Bmb6MNSJ6JsAX9_3Esn&_nc_ht=scontent-lga3-2.xx&oh=16fe499d1b5d4ed096c48e450b18ffee&oe=5FC7D59E,Baldock,England,Europe,https://campervancoffeeco.co.uk/,"51.990515, -0.187306"
Anvil Coffee,https://cdn.shopify.com/s/files/1/1492/1392/files/ANVIL-COFFEE-ROASTERS-BLACK-on-transparent-small_180x.png?v=1518188880,Basingstoke,England,Europe,https://www.anvilcoffee.co.uk/,"51.263479, -1.110169"
Colonna,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p960x960/120402769_2740424916215776_6498273781867491056_o.jpg?_nc_cat=101&ccb=2&_nc_sid=dbb9e7&_nc_ohc=mK6AGmNeQrQAX9gcVA2&_nc_ht=scontent-lga3-2.xx&tp=6&oh=135aff0e75267c4dbf2be199ad46c75b&oe=5FC6D1EF,Bath,England,Europe,http://www.colonnacoffee.com/,"51.382738, -2.364409"
Colonna / Colonna & Smalls,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/p960x960/120402769_2740424916215776_6498273781867491056_o.jpg?_nc_cat=101&ccb=2&_nc_sid=dbb9e7&_nc_ohc=mK6AGmNeQrQAX9gcVA2&_nc_ht=scontent-lga3-2.xx&tp=6&oh=135aff0e75267c4dbf2be199ad46c75b&oe=5FC6D1EF,Bath,England,Europe,http://www.colonnaandsmalls.co.uk/,"51.382738, -2.364409"
Gillards Of Bath,https://www.gillardsofbath.co.uk/wp-content/uploads/2019/12/Gillards-Logo-3.png,Bath,England,Europe,http://www.gillardsofbath.co.uk/,"51.382414, -2.358423"
Round Hill,https://cdn.shopify.com/s/files/1/1756/3979/files/ARY_RHR_logo_1_72x.png?v=1596119137,Bath,England,Europe,http://www.roundhillroastery.com/,"51.291507, -2.469636"
Pathfinder,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/83701471_113955123506763_6245024641866268672_n.jpg?_nc_cat=110&ccb=2&_nc_sid=dbb9e7&_nc_ohc=hnG90DMPM0IAX9zF7Tu&_nc_ht=scontent-lga3-2.xx&oh=3e8ff700c30db61192e8678d1be13fd1&oe=5FC68ECF,Bedfordshire,England,Europe,https://pathfindercoffee.co.uk/,"51.916771, -0.660169"
200 Degrees Coffee,https://200degs.com/design/logo-header.png,Bimingham,England,Europe,http://www.200degs.com/birmingham-colmore-row,"52.482093, -1.898613"
Ngopi Coffee,https://cdn.shopify.com/s/files/1/0468/0191/1974/files/brand_150x.png?v=1600951612,Birmingham,England,Europe,https://www.ngopi.co.uk/,"52.481065, -1.893778"
Quarter Horse Coffee,https://cdn.shopify.com/s/files/1/0744/8895/files/qhclogo_400x200.png?v=1594139967,Birmingham,England,Europe,http://www.quarterhorsecoffee.com/,"52.471464, -1.899319"
Wellington Coffee,https://pbs.twimg.com/profile_images/590231887592947712/GzXVZG40_400x400.png,Bournemouth,England,Europe,http://wellingtoncoffee.co.uk/,"50.735567, -1.893757"
Beanworks Coffee ,http://thebeanworks.co.uk/assets/media/img/xlogo.png.pagespeed.ic.VW982gUqVc.webp,Brackley,England,Europe,http://thebeanworks.co.uk/,"52.027048, -1.139542"
Redroaster Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t31.0-1/p960x960/19575186_1693818447341328_8456286962471364898_o.jpg?_nc_cat=100&ccb=2&_nc_sid=dbb9e7&_nc_ohc=vINEiX0A8J0AX_kVtlb&_nc_ht=scontent-lga3-2.xx&tp=6&oh=0e6d83d5567ef1158bd05170a61bff74&oe=5FC66F1A,Brighton,England,Europe,http://www.redroaster.co.uk/,"50.821153, -0.136130"
Small Batch Coffee,https://static1.squarespace.com/static/5cacaab9da50d351caea35d5/t/5cacc0b571c10b2875e74ab4/1603834515116/?format=1500w,Brighton,England,Europe,http://smallbatchcoffee.co.uk/,"50.824448, -0.138728"
Blind Owl Coffee Co,https://static1.squarespace.com/static/5b393f665cfd79847c41d474/t/5d668586169eaa0001f4e855/1604425696920/?format=1500w,Bristol,England,Europe,https://www.blindowlcoffee.com/,"51.448941, -2.574375"
Clifton Coffee,https://cliftoncoffee.co.uk/app/themes/cliftoncoffee/dist/images/xnew-logo-black-sidebar.png.pagespeed.ic.Cifb6-tV6A.webp,Bristol,England,Europe,http://www.cliftoncoffee.co.uk/,"51.500133, -2.690584"
Extract Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/13077013_1004592932964271_6190979038237425609_n.jpg?_nc_cat=111&ccb=2&_nc_sid=dbb9e7&_nc_ohc=9bEVuZbVgw0AX_gLTjC&_nc_ht=scontent-lga3-2.xx&oh=4f5d21b6436048e54411a76410ebd246&oe=5FC57285,Bristol,England,Europe,http://extractcoffee.co.uk/,"51.468325, -2.570441"
Little & Long Coffee,https://cdn.shopify.com/s/files/1/0181/3537/articles/little_and_long_dc3b7edc-11c5-4767-86fc-b2bd4ab48041_small.jpg?v=1593309727,Bristol,England,Europe,http://www.littleandlong.com/,"51.474145, -2.491009"
Roasted Rituals Coffee,https://cdn.shopify.com/s/files/1/0232/1167/t/5/assets/logo.png?v=9341227276951593389,Bristol,England,Europe,http://www.roastedritualscoffee.com/,"51.419908, -2.588458"
Triple Co Roast,https://cdn.shopify.com/s/files/1/0445/7820/9958/t/51/assets/triple-co-logo-black-p-500.png?v=16484992110537718020,Bristol,England,Europe,http://www.triplecoroast.com/,"51.460759, -2.591562"
Twoday Coffee,https://twodaycoffee.co.uk/css/img/logo__two-day--split.png,Bristol,England,Europe,http://www.twodaycoffee.co.uk/,"51.460553, -2.601665"
Wogan Coffee,https://wogancoffee.com/wp-content/themes/soho/img/logo_black.png,Bristol,England,Europe,http://wogancoffee.com/,"51.460573, -2.580893"
Bean Shot Coffee,https://static1.squarespace.com/static/5bd2cb0fe5f7d135cf6a6608/t/5bd2df32eef1a18beda02a77/1604051346783/?format=1500w,Bruton,England,Europe,http://www.beanshot.co.uk/,"51.111862, -2.448802"
Spiller & Tait Coffee,https://cdn.shopify.com/s/files/1/1550/1313/files/logo_280x@2x.png?v=1517318815,Budleigh Salterton,England,Europe,https://spillerandtait.co.uk/,"50.637260, -3.304469"
Butterworth & Son,https://butterworthandson.co.uk/wp-content/uploads/2017/01/BS_logo-1.png,Bury St Edmunds,England,Europe,http://butterworthandson.co.uk/,"52.240482, 0.749222"
F+E Coffee,https://cdn.shopify.com/s/files/1/0181/3537/collections/FandECofffeeLogo_medium.jpg?v=1535548898,Bury St Edmunds,England,Europe,https://www.fandecoffee.co.uk/,"52.237695, 0.749289"
Bould Brothers Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t31.0-1/p960x960/13246242_632761836872436_4219543699234659304_o.jpg?_nc_cat=103&ccb=2&_nc_sid=dbb9e7&_nc_ohc=tdXjwTrp-n8AX_tSqrC&_nc_ht=scontent-lga3-2.xx&tp=6&oh=5c17f4dd28d438a04c3608583af8c8e5&oe=5FC7A67E,Cambridge,England,Europe,http://bouldbrotherscoffee.co.uk/,"52.208623, 0.118704"
Coffee World,https://www.coffeeworld.co.uk/wp-content/uploads/2019/02/CW-logo-brown-01.png.webp,Cambridge,England,Europe,https://www.coffeeworld.co.uk/,"52.237648, 0.157563"
Hot Numbers Coffee,https://hotnumberscoffee.co.uk/wp-content/uploads/2018/11/favicon-1.png,Cambridge,England,Europe,http://hotnumberscoffee.co.uk/,"52.198473, 0.122022"
Sidewalk Coffee Company,https://cdn.shopify.com/s/files/1/1132/9750/files/page04_720x.jpg?v=1581541129,Cambridge,England,Europe,http://www.sidewalkcoffee.co.uk/,"52.207656, -0.025087"
Garage Coffee,https://cdn.shopify.com/s/files/1/1440/4056/files/Garage-Coffee---Landscape-Logo_x60.png?v=1587393042,Canterbury,England,Europe,https://www.garageroasted.co.uk/pages/canteen-by-garage-coffee-canterbury,"51.279496, 1.080964"
Lost Sheep Coffee,https://static1.squarespace.com/static/56bf176cc6fc08109089e7b2/t/5c80171f71c10bc3b7dbb24b/1602847106753/?format=1500w,Canterbury,England,Europe,http://www.lostsheepcoffee.com/,"51.276762, 1.082475"
Bruce & Lukes Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/18301615_1454908924583793_5570518108778726393_n.jpg?_nc_cat=106&ccb=2&_nc_sid=dbb9e7&_nc_ohc=01BmdJwcLnoAX9SAIYC&_nc_ht=scontent-lga3-2.xx&oh=bff81a0234e496bd32f9d5287993c312&oe=5FC8D14C,Carlisle,England,Europe,http://www.bruceandlukes.com/,"54.895499, -2.941807"
John Watts And Sons,https://www.johnwatt.co.uk/wp-content/uploads/2017/09/John-Watt-and-Son.png,Carlisle,England,Europe,http://www.johnwatt.co.uk/,"54.892902, -2.935276"
Passion Fruit Coffee,https://static1.squarespace.com/static/53450a71e4b0081b9666e73f/t/5e7d51a1506cbf5eb09d0b7a/1602076885127/?format=1500w,Chorlton,England,Europe,http://passionfruitcoffee.co.uk/,"53.459294, -2.262743"
Rave Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/122383215_3648619768534900_554080056116180133_n.jpg?_nc_cat=102&ccb=2&_nc_sid=dbb9e7&_nc_ohc=Y-VyRvXUQEwAX_UkTj8&_nc_oc=AQkQmKebljbcGkS85axkUfxbYqHx2E3KzRlDA1ws8xRliqNS-2kWLrLXhWCJOtexMol5ufvR-m2kYgwtQJAaM52U&_nc_ht=scontent-lga3-2.xx&oh=8ef90f981289b62658e8fe4a2582315a&oe=5FC9394E,Cirencester,England,Europe,http://www.ravecoffee.co.uk/,"51.704881, -1.960260"
Limini Coffee,https://www.liminicoffee.co.uk/img/Limini%20Coffee%20Logo%202019.svg,Cleckheaton,England,Europe,https://www.liminicoffee.co.uk/,"53.719236, -1.703539"
Carvetii Coffee,https://cdn.shopify.com/s/files/1/0105/2462/t/27/assets/logo.png?v=8791963761245020848,Cockermouth,England,Europe,http://www.carvetiicoffee.co.uk/,"54.621864, -3.044604"
Black Circle Coffee ,https://cdn.shopify.com/s/files/1/1081/9972/files/Black_logo_with_circular_white_border_copy_180x.png?v=1603453810,Congleton,England,Europe,http://www.blackcirclecoffee.com/,"53.161950, -2.221789"
Red Bank Coffee,https://cdn.shopify.com/s/files/1/0643/8357/t/7/assets/logo_home.png?v=4402132146720635715,Coniston,England,Europe,http://redbankcoffee.com/,"54.366409, -3.070856"
Crediton Coffee Company,"https://static.wixstatic.com/media/3e9eb3_5cc9d167ab1d40018a1e188e6c2d737e~mv2.jpg/v1/fill/w_445,h_445,al_c,q_80,usm_0.66_1.00_0.01/3e9eb3_5cc9d167ab1d40018a1e188e6c2d737e~mv2.webp",Crediton,England,Europe,http://www.creditoncoffee.co.uk/,"50.791285, -3.658138"
200 Degrees Coffee,https://200degs.com/design/logo-header.png,Derby,England,Europe,http://www.200degs.com/birmingham-colmore-row,"53.106509, -1.310198"
Back Yard,https://cdn.shopify.com/s/files/1/0263/4694/6623/files/BY_logo_360x.jpg?v=1588755947,Ditchling,England,Europe,http://www.backyardcoffee.co.uk/,"50.948408, -0.092888"
Finca Coffee,https://stores.selzstatic.com/rpwcvagmncr/assets/settings/finca.jpg?v=20200918094741,Dorchester,England,Europe,http://fincacoffee.co.uk/,"50.711609, -2.438578"
Silver Oak Coffee,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/56669554_1398014260340161_5956013852977004544_n.png?_nc_cat=104&ccb=2&_nc_sid=dbb9e7&_nc_ohc=Omi3YDdatP8AX8uQYej&_nc_ht=scontent-lga3-2.xx&oh=88cd3d302d13d0a04fae840ec31719b7&oe=5FC75FDE,Ely,England,Europe,http://www.silveroakcoffee.co.uk/,"52.453557, 0.266678"
Crankhouse Coffee,https://cdn.shopify.com/s/files/1/1489/8764/t/9/assets/logo.png?v=7283340593908266538,Exeter,England,Europe,http://crankhousecoffee.co.uk/,"50.720100, -3.535335"
DEVON COFFEE,https://scontent-lga3-2.xx.fbcdn.net/v/t1.0-1/s960x960/48386346_504552323372236_6886919633241112576_o.jpg?_nc_cat=100&ccb=2&_nc_sid=dbb9e7&_nc_ohc=zb-6fBZIMEwAX8Ei4MK&_nc_ht=scontent-lga3-2.xx&tp=7&oh=e09b23a4cd4a1bc9cf2593448e4af39f&oe=5FC67E39,Exeter,England,Europe,https://www.facebook.com/DevonCoffeeExeter/,"50.724425, -3.531562"
Yallah Coffee,https://cdn.shopify.com/s/files/1/1498/5720/t/9/assets/logo.png?v=6710054529894277129,Falmouth,England,Europe,http://www.yallahcoffee.co.uk/,"50.152629, -5.127425"
